,URLS
555,https://olympics.com/en/olympic-games/mexico-city-1968/results/rowing
556,https://olympics.com/en/olympic-games/mexico-city-1968/results/sailing
557,https://olympics.com/en/olympic-games/mexico-city-1968/results/shooting
558,https://olympics.com/en/olympic-games/mexico-city-1968/results/swimming
559,https://olympics.com/en/olympic-games/mexico-city-1968/results/volleyball
560,https://olympics.com/en/olympic-games/mexico-city-1968/results/water-polo
561,https://olympics.com/en/olympic-games/mexico-city-1968/results/weightlifting
562,https://olympics.com/en/olympic-games/mexico-city-1968/results/wrestling
563,https://olympics.com/en/olympic-games/innsbruck-1964/results/alpine-skiing
564,https://olympics.com/en/olympic-games/innsbruck-1964/results/biathlon
565,https://olympics.com/en/olympic-games/innsbruck-1964/results/bobsleigh
566,https://olympics.com/en/olympic-games/innsbruck-1964/results/cross-country-skiing
567,https://olympics.com/en/olympic-games/innsbruck-1964/results/figure-skating
568,https://olympics.com/en/olympic-games/innsbruck-1964/results/ice-hockey
569,https://olympics.com/en/olympic-games/innsbruck-1964/results/luge
570,https://olympics.com/en/olympic-games/innsbruck-1964/results/nordic-combined
571,https://olympics.com/en/olympic-games/innsbruck-1964/results/ski-jumping
572,https://olympics.com/en/olympic-games/innsbruck-1964/results/speed-skating
573,https://olympics.com/en/olympic-games/tokyo-1964/results/athletics
574,https://olympics.com/en/olympic-games/tokyo-1964/results/basketball
575,https://olympics.com/en/olympic-games/tokyo-1964/results/boxing
576,https://olympics.com/en/olympic-games/tokyo-1964/results/cycling-road
577,https://olympics.com/en/olympic-games/tokyo-1964/results/cycling-track
578,https://olympics.com/en/olympic-games/tokyo-1964/results/diving
579,https://olympics.com/en/olympic-games/tokyo-1964/results/fencing
580,https://olympics.com/en/olympic-games/tokyo-1964/results/football
581,https://olympics.com/en/olympic-games/tokyo-1964/results/hockey
582,https://olympics.com/en/olympic-games/tokyo-1964/results/judo
583,https://olympics.com/en/olympic-games/tokyo-1964/results/modern-pentathlon
584,https://olympics.com/en/olympic-games/tokyo-1964/results/rowing
585,https://olympics.com/en/olympic-games/tokyo-1964/results/sailing
586,https://olympics.com/en/olympic-games/tokyo-1964/results/shooting
587,https://olympics.com/en/olympic-games/tokyo-1964/results/swimming
588,https://olympics.com/en/olympic-games/tokyo-1964/results/volleyball
589,https://olympics.com/en/olympic-games/tokyo-1964/results/water-polo
590,https://olympics.com/en/olympic-games/tokyo-1964/results/weightlifting
591,https://olympics.com/en/olympic-games/tokyo-1964/results/wrestling
592,https://olympics.com/en/olympic-games/squaw-valley-1960/results/alpine-skiing
593,https://olympics.com/en/olympic-games/squaw-valley-1960/results/biathlon
594,https://olympics.com/en/olympic-games/squaw-valley-1960/results/cross-country-skiing
595,https://olympics.com/en/olympic-games/squaw-valley-1960/results/figure-skating
596,https://olympics.com/en/olympic-games/squaw-valley-1960/results/ice-hockey
597,https://olympics.com/en/olympic-games/squaw-valley-1960/results/nordic-combined
598,https://olympics.com/en/olympic-games/squaw-valley-1960/results/ski-jumping
599,https://olympics.com/en/olympic-games/squaw-valley-1960/results/speed-skating
600,https://olympics.com/en/olympic-games/rome-1960/results/athletics
601,https://olympics.com/en/olympic-games/rome-1960/results/basketball
602,https://olympics.com/en/olympic-games/rome-1960/results/boxing
603,https://olympics.com/en/olympic-games/rome-1960/results/cycling-road
604,https://olympics.com/en/olympic-games/rome-1960/results/cycling-track
605,https://olympics.com/en/olympic-games/rome-1960/results/diving
606,https://olympics.com/en/olympic-games/rome-1960/results/fencing
607,https://olympics.com/en/olympic-games/rome-1960/results/football
608,https://olympics.com/en/olympic-games/rome-1960/results/hockey
609,https://olympics.com/en/olympic-games/rome-1960/results/modern-pentathlon
610,https://olympics.com/en/olympic-games/rome-1960/results/rowing
611,https://olympics.com/en/olympic-games/rome-1960/results/sailing
612,https://olympics.com/en/olympic-games/rome-1960/results/shooting
613,https://olympics.com/en/olympic-games/rome-1960/results/swimming
614,https://olympics.com/en/olympic-games/rome-1960/results/water-polo
615,https://olympics.com/en/olympic-games/rome-1960/results/weightlifting
616,https://olympics.com/en/olympic-games/rome-1960/results/wrestling
617,https://olympics.com/en/olympic-games/melbourne-1956/results/athletics
618,https://olympics.com/en/olympic-games/melbourne-1956/results/basketball
619,https://olympics.com/en/olympic-games/melbourne-1956/results/boxing
620,https://olympics.com/en/olympic-games/melbourne-1956/results/cycling-road
621,https://olympics.com/en/olympic-games/melbourne-1956/results/cycling-track
622,https://olympics.com/en/olympic-games/melbourne-1956/results/diving
623,https://olympics.com/en/olympic-games/melbourne-1956/results/fencing
624,https://olympics.com/en/olympic-games/melbourne-1956/results/football
625,https://olympics.com/en/olympic-games/melbourne-1956/results/hockey
626,https://olympics.com/en/olympic-games/melbourne-1956/results/modern-pentathlon
627,https://olympics.com/en/olympic-games/melbourne-1956/results/rowing
628,https://olympics.com/en/olympic-games/melbourne-1956/results/sailing
629,https://olympics.com/en/olympic-games/melbourne-1956/results/shooting
630,https://olympics.com/en/olympic-games/melbourne-1956/results/swimming
631,https://olympics.com/en/olympic-games/melbourne-1956/results/water-polo
632,https://olympics.com/en/olympic-games/melbourne-1956/results/weightlifting
633,https://olympics.com/en/olympic-games/melbourne-1956/results/wrestling
634,https://olympics.com/en/olympic-games/oslo-1952/results/alpine-skiing
635,https://olympics.com/en/olympic-games/oslo-1952/results/bobsleigh
636,https://olympics.com/en/olympic-games/oslo-1952/results/cross-country-skiing
637,https://olympics.com/en/olympic-games/oslo-1952/results/figure-skating
638,https://olympics.com/en/olympic-games/oslo-1952/results/ice-hockey
639,https://olympics.com/en/olympic-games/oslo-1952/results/nordic-combined
640,https://olympics.com/en/olympic-games/oslo-1952/results/ski-jumping
641,https://olympics.com/en/olympic-games/oslo-1952/results/speed-skating
642,https://olympics.com/en/olympic-games/helsinki-1952/results/athletics
643,https://olympics.com/en/olympic-games/helsinki-1952/results/basketball
644,https://olympics.com/en/olympic-games/helsinki-1952/results/boxing
645,https://olympics.com/en/olympic-games/helsinki-1952/results/cycling-road
646,https://olympics.com/en/olympic-games/helsinki-1952/results/cycling-track
647,https://olympics.com/en/olympic-games/helsinki-1952/results/diving
648,https://olympics.com/en/olympic-games/helsinki-1952/results/fencing
649,https://olympics.com/en/olympic-games/helsinki-1952/results/football
650,https://olympics.com/en/olympic-games/helsinki-1952/results/hockey
651,https://olympics.com/en/olympic-games/helsinki-1952/results/modern-pentathlon
652,https://olympics.com/en/olympic-games/helsinki-1952/results/rowing
653,https://olympics.com/en/olympic-games/helsinki-1952/results/sailing
654,https://olympics.com/en/olympic-games/helsinki-1952/results/shooting
655,https://olympics.com/en/olympic-games/helsinki-1952/results/swimming
656,https://olympics.com/en/olympic-games/helsinki-1952/results/water-polo
657,https://olympics.com/en/olympic-games/helsinki-1952/results/weightlifting
658,https://olympics.com/en/olympic-games/helsinki-1952/results/wrestling
659,https://olympics.com/en/olympic-games/london-1948/results/athletics
660,https://olympics.com/en/olympic-games/london-1948/results/basketball
661,https://olympics.com/en/olympic-games/london-1948/results/boxing
662,https://olympics.com/en/olympic-games/london-1948/results/cycling-road
663,https://olympics.com/en/olympic-games/london-1948/results/cycling-track
664,https://olympics.com/en/olympic-games/london-1948/results/diving
665,https://olympics.com/en/olympic-games/london-1948/results/fencing
666,https://olympics.com/en/olympic-games/london-1948/results/football
667,https://olympics.com/en/olympic-games/london-1948/results/hockey
668,https://olympics.com/en/olympic-games/london-1948/results/modern-pentathlon
669,https://olympics.com/en/olympic-games/london-1948/results/rowing
670,https://olympics.com/en/olympic-games/london-1948/results/sailing
671,https://olympics.com/en/olympic-games/london-1948/results/shooting
672,https://olympics.com/en/olympic-games/london-1948/results/swimming
673,https://olympics.com/en/olympic-games/london-1948/results/water-polo
674,https://olympics.com/en/olympic-games/london-1948/results/weightlifting
675,https://olympics.com/en/olympic-games/london-1948/results/wrestling
676,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/alpine-skiing
677,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/bobsleigh
678,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/cross-country-skiing
679,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/figure-skating
680,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/ice-hockey
681,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/nordic-combined
682,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/ski-jumping
683,https://olympics.com/en/olympic-games/garmisch-partenkirchen-1936/results/speed-skating
684,https://olympics.com/en/olympic-games/berlin-1936/results/athletics
685,https://olympics.com/en/olympic-games/berlin-1936/results/basketball
686,https://olympics.com/en/olympic-games/berlin-1936/results/boxing
687,https://olympics.com/en/olympic-games/berlin-1936/results/cycling-road
688,https://olympics.com/en/olympic-games/berlin-1936/results/cycling-track
689,https://olympics.com/en/olympic-games/berlin-1936/results/diving
690,https://olympics.com/en/olympic-games/berlin-1936/results/fencing
691,https://olympics.com/en/olympic-games/berlin-1936/results/football
692,https://olympics.com/en/olympic-games/berlin-1936/results/handball
693,https://olympics.com/en/olympic-games/berlin-1936/results/hockey
694,https://olympics.com/en/olympic-games/berlin-1936/results/modern-pentathlon
695,https://olympics.com/en/olympic-games/berlin-1936/results/rowing
696,https://olympics.com/en/olympic-games/berlin-1936/results/sailing
697,https://olympics.com/en/olympic-games/berlin-1936/results/shooting
698,https://olympics.com/en/olympic-games/berlin-1936/results/swimming
699,https://olympics.com/en/olympic-games/berlin-1936/results/water-polo
700,https://olympics.com/en/olympic-games/berlin-1936/results/weightlifting
701,https://olympics.com/en/olympic-games/berlin-1936/results/wrestling
702,https://olympics.com/en/olympic-games/lake-placid-1932/results/bobsleigh
703,https://olympics.com/en/olympic-games/lake-placid-1932/results/cross-country-skiing
704,https://olympics.com/en/olympic-games/lake-placid-1932/results/figure-skating
705,https://olympics.com/en/olympic-games/lake-placid-1932/results/ice-hockey
706,https://olympics.com/en/olympic-games/lake-placid-1932/results/nordic-combined
707,https://olympics.com/en/olympic-games/lake-placid-1932/results/ski-jumping
708,https://olympics.com/en/olympic-games/lake-placid-1932/results/speed-skating
709,https://olympics.com/en/olympic-games/los-angeles-1932/results/athletics
710,https://olympics.com/en/olympic-games/los-angeles-1932/results/boxing
711,https://olympics.com/en/olympic-games/los-angeles-1932/results/cycling-road
712,https://olympics.com/en/olympic-games/los-angeles-1932/results/cycling-track
713,https://olympics.com/en/olympic-games/los-angeles-1932/results/diving
714,https://olympics.com/en/olympic-games/los-angeles-1932/results/fencing
715,https://olympics.com/en/olympic-games/los-angeles-1932/results/hockey
716,https://olympics.com/en/olympic-games/los-angeles-1932/results/modern-pentathlon
717,https://olympics.com/en/olympic-games/los-angeles-1932/results/rowing
718,https://olympics.com/en/olympic-games/los-angeles-1932/results/sailing
719,https://olympics.com/en/olympic-games/los-angeles-1932/results/shooting
720,https://olympics.com/en/olympic-games/los-angeles-1932/results/swimming
721,https://olympics.com/en/olympic-games/los-angeles-1932/results/water-polo
722,https://olympics.com/en/olympic-games/los-angeles-1932/results/weightlifting
723,https://olympics.com/en/olympic-games/los-angeles-1932/results/wrestling
724,https://olympics.com/en/olympic-games/amsterdam-1928/results/athletics
725,https://olympics.com/en/olympic-games/amsterdam-1928/results/boxing
726,https://olympics.com/en/olympic-games/amsterdam-1928/results/cycling-road
727,https://olympics.com/en/olympic-games/amsterdam-1928/results/cycling-track
728,https://olympics.com/en/olympic-games/amsterdam-1928/results/diving
729,https://olympics.com/en/olympic-games/amsterdam-1928/results/fencing
730,https://olympics.com/en/olympic-games/amsterdam-1928/results/football
731,https://olympics.com/en/olympic-games/amsterdam-1928/results/hockey
732,https://olympics.com/en/olympic-games/amsterdam-1928/results/modern-pentathlon
733,https://olympics.com/en/olympic-games/amsterdam-1928/results/rowing
734,https://olympics.com/en/olympic-games/amsterdam-1928/results/sailing
735,https://olympics.com/en/olympic-games/amsterdam-1928/results/swimming
736,https://olympics.com/en/olympic-games/amsterdam-1928/results/water-polo
737,https://olympics.com/en/olympic-games/amsterdam-1928/results/weightlifting
738,https://olympics.com/en/olympic-games/amsterdam-1928/results/wrestling
739,https://olympics.com/en/olympic-games/chamonix-1924/results/bobsleigh
740,https://olympics.com/en/olympic-games/chamonix-1924/results/cross-country-skiing
741,https://olympics.com/en/olympic-games/chamonix-1924/results/curling
742,https://olympics.com/en/olympic-games/chamonix-1924/results/figure-skating
743,https://olympics.com/en/olympic-games/chamonix-1924/results/ice-hockey
744,https://olympics.com/en/olympic-games/chamonix-1924/results/nordic-combined
745,https://olympics.com/en/olympic-games/chamonix-1924/results/ski-jumping
746,https://olympics.com/en/olympic-games/chamonix-1924/results/speed-skating
747,https://olympics.com/en/olympic-games/paris-1924/results/athletics
748,https://olympics.com/en/olympic-games/paris-1924/results/boxing
749,https://olympics.com/en/olympic-games/paris-1924/results/cycling-road
750,https://olympics.com/en/olympic-games/paris-1924/results/cycling-track
751,https://olympics.com/en/olympic-games/paris-1924/results/diving
752,https://olympics.com/en/olympic-games/paris-1924/results/fencing
753,https://olympics.com/en/olympic-games/paris-1924/results/football
754,https://olympics.com/en/olympic-games/paris-1924/results/modern-pentathlon
755,https://olympics.com/en/olympic-games/paris-1924/results/rowing
756,https://olympics.com/en/olympic-games/paris-1924/results/sailing
757,https://olympics.com/en/olympic-games/paris-1924/results/shooting
758,https://olympics.com/en/olympic-games/paris-1924/results/swimming
759,https://olympics.com/en/olympic-games/paris-1924/results/tennis
760,https://olympics.com/en/olympic-games/paris-1924/results/water-polo
761,https://olympics.com/en/olympic-games/paris-1924/results/weightlifting
762,https://olympics.com/en/olympic-games/paris-1924/results/wrestling
763,https://olympics.com/en/olympic-games/antwerp-1920/results/archery
764,https://olympics.com/en/olympic-games/antwerp-1920/results/athletics
765,https://olympics.com/en/olympic-games/antwerp-1920/results/boxing
766,https://olympics.com/en/olympic-games/antwerp-1920/results/cycling-road
767,https://olympics.com/en/olympic-games/antwerp-1920/results/cycling-track
768,https://olympics.com/en/olympic-games/antwerp-1920/results/diving
769,https://olympics.com/en/olympic-games/antwerp-1920/results/fencing
770,https://olympics.com/en/olympic-games/antwerp-1920/results/figure-skating
771,https://olympics.com/en/olympic-games/antwerp-1920/results/football
772,https://olympics.com/en/olympic-games/antwerp-1920/results/hockey
773,https://olympics.com/en/olympic-games/antwerp-1920/results/ice-hockey
774,https://olympics.com/en/olympic-games/antwerp-1920/results/modern-pentathlon
775,https://olympics.com/en/olympic-games/antwerp-1920/results/rowing
776,https://olympics.com/en/olympic-games/antwerp-1920/results/sailing
777,https://olympics.com/en/olympic-games/antwerp-1920/results/shooting
778,https://olympics.com/en/olympic-games/antwerp-1920/results/swimming
779,https://olympics.com/en/olympic-games/antwerp-1920/results/tennis
780,https://olympics.com/en/olympic-games/antwerp-1920/results/water-polo
781,https://olympics.com/en/olympic-games/antwerp-1920/results/weightlifting
782,https://olympics.com/en/olympic-games/antwerp-1920/results/wrestling
783,https://olympics.com/en/olympic-games/stockholm-1912/results/athletics
784,https://olympics.com/en/olympic-games/stockholm-1912/results/cycling-road
785,https://olympics.com/en/olympic-games/stockholm-1912/results/diving
786,https://olympics.com/en/olympic-games/stockholm-1912/results/fencing
787,https://olympics.com/en/olympic-games/stockholm-1912/results/football
788,https://olympics.com/en/olympic-games/stockholm-1912/results/modern-pentathlon
789,https://olympics.com/en/olympic-games/stockholm-1912/results/rowing
790,https://olympics.com/en/olympic-games/stockholm-1912/results/sailing
791,https://olympics.com/en/olympic-games/stockholm-1912/results/shooting
792,https://olympics.com/en/olympic-games/stockholm-1912/results/swimming
793,https://olympics.com/en/olympic-games/stockholm-1912/results/tennis
794,https://olympics.com/en/olympic-games/stockholm-1912/results/water-polo
795,https://olympics.com/en/olympic-games/stockholm-1912/results/wrestling
796,https://olympics.com/en/olympic-games/london-1908/results/archery
797,https://olympics.com/en/olympic-games/london-1908/results/athletics
798,https://olympics.com/en/olympic-games/london-1908/results/boxing
799,https://olympics.com/en/olympic-games/london-1908/results/cycling-track
800,https://olympics.com/en/olympic-games/london-1908/results/diving
801,https://olympics.com/en/olympic-games/london-1908/results/fencing
802,https://olympics.com/en/olympic-games/london-1908/results/figure-skating
803,https://olympics.com/en/olympic-games/london-1908/results/football
804,https://olympics.com/en/olympic-games/london-1908/results/hockey
805,https://olympics.com/en/olympic-games/london-1908/results/lacrosse
806,https://olympics.com/en/olympic-games/london-1908/results/rowing
807,https://olympics.com/en/olympic-games/london-1908/results/sailing
808,https://olympics.com/en/olympic-games/london-1908/results/shooting
809,https://olympics.com/en/olympic-games/london-1908/results/swimming
810,https://olympics.com/en/olympic-games/london-1908/results/tennis
811,https://olympics.com/en/olympic-games/london-1908/results/water-polo
812,https://olympics.com/en/olympic-games/london-1908/results/wrestling
813,https://olympics.com/en/olympic-games/paris-1900/results/archery
814,https://olympics.com/en/olympic-games/paris-1900/results/athletics
815,https://olympics.com/en/olympic-games/paris-1900/results/cricket
816,https://olympics.com/en/olympic-games/paris-1900/results/cycling-track
817,https://olympics.com/en/olympic-games/paris-1900/results/fencing
818,https://olympics.com/en/olympic-games/paris-1900/results/football
819,https://olympics.com/en/olympic-games/paris-1900/results/golf
820,https://olympics.com/en/olympic-games/paris-1900/results/rowing
821,https://olympics.com/en/olympic-games/paris-1900/results/sailing
822,https://olympics.com/en/olympic-games/paris-1900/results/shooting
823,https://olympics.com/en/olympic-games/paris-1900/results/swimming
824,https://olympics.com/en/olympic-games/paris-1900/results/tennis
825,https://olympics.com/en/olympic-games/paris-1900/results/water-polo
826,https://olympics.com/en/olympic-games/athens-1896/results/athletics
827,https://olympics.com/en/olympic-games/athens-1896/results/cycling-road
828,https://olympics.com/en/olympic-games/athens-1896/results/cycling-track
829,https://olympics.com/en/olympic-games/athens-1896/results/fencing
830,https://olympics.com/en/olympic-games/athens-1896/results/shooting
831,https://olympics.com/en/olympic-games/athens-1896/results/swimming
832,https://olympics.com/en/olympic-games/athens-1896/results/tennis
833,https://olympics.com/en/olympic-games/athens-1896/results/weightlifting
834,https://olympics.com/en/olympic-games/athens-1896/results/wrestling
